CRN,Subject,Course,INSM Code,Schedule Code,Description,Hrs,Start Date,Days,Begin,End,Building,Room,Instructor,Available Seats,Total Seats
1812,CIS,0202,HYBD,CMB,Information Systems I,3,01/12/2026,T,0930,1045,PLASTR,210,Bhardwaj,32,32
1827,CIS,0210,TRAD,CLS,Programming II,3,01/12/2026,R,1730,2020,PLASTR,209,Collins,32,32
1829,CIS,0308,INET,DLR,Website Administration I,3,01/12/2026,TBA,null,null,TBA,TBA,Collins,32,32
1833,CIS,0310,TRAD,CLS,Database Management Systems I,3,01/12/2026,"M,W,F",0900,0950,PLASTR,210,Bhardwaj,32,32
1839,CIS,0315,HYBD,CMB,Computer Networks,3,01/12/2026,"M,W",1000,1050,PLASTR,209,Sethuramalingam,32,32
1843,CIS,0355,TRAD,CLS,Enterprise Netwk Admin Secure,3,01/12/2026,T,1730,2020,PLASTR,210,Sommer,32,32
1844,CIS,0390,INET,DLR,Intro to Big Data Analysis,3,01/12/2026,TBA,null,null,TBA,TBA,Bhardwaj,32,32
1845,CIS,0405,TRAD,CLS,Cryptography & .NET Security,3,01/12/2026,"T,R",1100,1215,PLASTR,209,Collins,32,32
1847,CIS,0425,TRAD,CLS,Database Management Systems II,3,01/12/2026,"M,W,F",1200,1250,PLASTR,210,Bhardwaj,32,32
1852,CIS,0445,HYBD,CMB,Computer Forensics II,3,01/12/2026,"M,W",1100,1150,PLASTR,210,Sethuramalingam,32,32
1849,CIS,0498,INET,DLR,IoT Fundamentals Data Insights,3,01/12/2026,TBA,null,null,ONLINE,TBA,Sethuramalingam,32,32
1134,CJ,0100,HYBD,CMB,Intro to Criminal Justice,3,01/12/2026,"M,W",1000,1050,JUSTCE,147,Walthall,35,35
1135,CJ,0100,INET,DLR,Intro to Criminal Justice,3,01/12/2026,TBA,null,null,ONLINE,TBA,Gunderman,35,35
1136,CJ,0180,TRAD,CLS,Basic Law Enforcement Academy,13,01/12/2026,"M,T,W,R,F",0800,1700,JUSTCE,024,Adams,24,24
1137,CJ,0181,TRAD,CLS,Basic Law Enforcement Acad II,13,03/09/2026,"M,T,W,R,F",0800,1700,JUSTCE,024,Adams,24,24
1138,CJ,0210,HYBD,CMB,Criminal Procedure,3,01/12/2026,"M,W",1300,1350,JUSTCE,147,Adelizzi,35,35
1139,CJ,0210,INET,DLR,Criminal Procedure,3,01/12/2026,TBA,null,null,ONLINE,TBA,Adams,35,35
1140,CJ,0220,INET,DLR,Crime Scene Photography,3,01/12/2026,TBA,null,null,ONLINE,TBA,Wilson,20,20
1141,CJ,0270,HYBD,CMB,Police and Society,3,01/12/2026,T,0930,1045,JUSTCE,147,Hulderman,35,35
1142,CJ,0280,INET,DLR,Professional Writing in CJ,3,01/12/2026,TBA,null,null,ONLINE,TBA,Theis,35,35
1143,CJ,0300,HYBD,CMB,Criminal Investigation,3,01/12/2026,T,0800,0915,JUSTCE,147,Walthall,35,35
1144,CJ,0301,HYBD,CMB,International Justice Systems,3,01/12/2026,R,0930,1045,JUSTCE,147,Gunderman,35,35
1145,CJ,0301,INET,DLR,International Justice Systems,3,01/12/2026,TBA,null,null,ONLINE,TBA,Walthall,35,35
1146,CJ,0305,HYBD,CMB,CJ Research Methods,3,01/12/2026,"M,W",1000,1050,JUSTCE,116,Hulderman,20,20
1147,CJ,0305,INET,DLR,CJ Research Methods,3,01/12/2026,TBA,null,null,ONLINE,TBA,Gunderman,20,20
1148,CJ,0315,HYBD,CMB,Firearms II,3,01/12/2026,"M,W",1200,1250,JUSTCE,116,Walthall,20,20
1149,CJ,0340,TRAD,CLS,Crime Scene Investigation II,3,01/12/2026,"T,R",1100,1215,JUSTCE,049,Adelizzi,24,24
1150,CJ,0340,TRAD,CLS,Crime Scene Investigation II,3,01/12/2026,M,1830,2115,JUSTCE,049,Adelizzi,24,24
1151,CJ,0340,INET,DLR,Crime Scene Investigation II,3,01/12/2026,TBA,null,null,ONLINE,TBA,Adelizzi,24,24
1152,CJ,0350,INET,DLR,Fish and Game Enforcement,3,01/12/2026,TBA,null,null,ONLINE,TBA,Adams,35,35
1153,CJ,0365,HYBD,CMB,CJ Theory and Policy,3,01/12/2026,"M,W",0900,0950,JUSTCE,147,Gunderman,35,35
1155,CJ,0405,INET,DLR,Homicide Investigation II,3,01/12/2026,TBA,null,null,ONLINE,TBA,Dagnan,35,35
1156,CJ,0412,INET,DLR,Correctional Practices,3,01/12/2026,TBA,null,null,ONLINE,TBA,Hulderman,35,35
1157,CJ,0432,INET,DLR,Ethics in Criminal Justice,3,01/12/2026,TBA,null,null,ONLINE,TBA,Hulderman,35,35
1158,CJ,0450,TRAD,CLS,Criminal Evidence,3,01/12/2026,"T,R",1300,1415,JUSTCE,147,Adelizzi,35,35
1159,CJ,0491,INDV,INT,Internship in Criminal Justice,4,01/12/2026,TBA,null,null,TBA,TBA,Shoaf,5,5
1160,CJ,0495,INET,DLR,Capstone in Criminal Justice,3,01/12/2026,TBA,null,null,ONLINE,TBA,Walthall,35,35
1072,COMM,0100,HYBD,CMB,Oral Communication,3,01/12/2026,T,1300,1415,WEBSTR,111,Mehrens,30,30
1078,COMM,0100,HYBD,CMB,Oral Communication,3,01/12/2026,T,0930,1045,WEBSTR,111,Trude,30,30
1079,COMM,0100,HYBD,CMB,Oral Communication,3,01/12/2026,"M,W",1400,1450,WEBSTR,111,Slavings,30,30
1080,COMM,0100,INET,DLR,Oral Communication,3,01/12/2026,TBA,null,null,TBA,TBA,Bryant,30,30
1082,COMM,0100,INET,DLR,Oral Communication,3,03/09/2026,TBA,null,null,ONLINE,TBA,TBA,30,30
1112,COMM,0101,HYBD,CMB,Intro to Human Communication,3,01/12/2026,"M,W",0900,0950,WEBSTR,111,Bryant,25,25
1115,COMM,0111,TRAD,CLS,Media Writing,3,01/12/2026,"M,W,F",1100,1150,WEBSTR,111,Trude,25,25
1120,COMM,0200,TRAD,CLS,Audio Production for Media,3,01/12/2026,"T,R",0930,1045,WEBSTR,307,Mehrens,20,20
1122,COMM,0215,TRAD,CLS,Interpersonal Communication,3,01/12/2026,"T,R",1100,1215,WEBSTR,305,Slavings,25,25
1123,COMM,0220,INDV,INT,Chart Practicum,1,01/12/2026,"T,R",1220,1250,WEBSTR,330,Trude,20,20
1124,COMM,0220,INDV,INT,PR Practicum,1,01/12/2026,"T,R",1220,1250,WEBSTR,305,Slavings,20,20
1127,COMM,0220,INDV,INT,KXMS Practicum,1,01/12/2026,"T,R",1220,1250,WEBSTR,111,Mehrens,20,20
1129,COMM,0220,INDV,INT,KGCS Practicum,1,01/12/2026,"M,W",1300,1350,WEBSTR,159,Langley,20,20
1131,COMM,0302,TRAD,CLS,Photocommunications I,3,01/12/2026,"M,W,F",1200,1250,WEBSTR,111,Mehrens,15,15
1226,COMM,0305,TRAD,CLS,Intercultural Communication,3,01/12/2026,"T,R",0930,1045,WEBSTR,111,Kim,8,8
1228,COMM,0305,INET,DLR,Intercultural Communication,3,01/12/2026,TBA,null,null,ONLINE,TBA,Mehrens,8,8
1132,COMM,0330,INDV,INT,Chart Practicum,1,01/12/2026,"T,R",1220,1250,TBA,TBA,Trude,23,23
1133,COMM,0330,INDV,INT,PR Practicum,1,01/12/2026,"T,R",1220,1250,WEBSTR,305,Slavings,20,20
1206,COMM,0330,INDV,INT,KXMS Practicum,1,01/12/2026,"T,R",1220,1250,WEBSTR,111,Mehrens,20,20
1208,COMM,0330,INDV,INT,KGCS Practicum,1,01/12/2026,"M,W",1300,1350,WEBSTR,159,Langley,20,20
1232,COMM,0365,TRAD,CLS,Health Communication,3,01/12/2026,"M,W,F",1000,1050,WEBSTR,305,Slavings,5,5
1210,COMM,0410,INET,DLR,Crisis Communication,3,01/12/2026,TBA,null,null,ONLINE,TBA,Trude,25,25
1212,COMM,0470,TRAD,CLS,New Media Technology,3,01/12/2026,"M,W,F",1100,1150,WEBSTR,305,Kim,25,25
1219,COMM,0492,INET,DLR,Communication Issues,3,01/12/2026,TBA,null,null,TBA,TBA,Kim,25,25
1220,COMM,0498,TRAD,CLS,Advanced Topics Communication,1,01/12/2026,"M,W,F",1000,1050,WEBSTR,307,Mehrens,20,20
1644,DATA,0540,HYBD,GL2,Big Data Modeling & Analysis,3,03/09/2026,T,1800,2100,PLASTR,303,Awasthi,30,30
1650,DATA,0540,INET,GL2,Big Data Modeling & Analysis,3,03/09/2026,T,1800,2100,PLASTR,303,Awasthi,30,30
1677,DATA,0550,HYBD,GL2,Machine Learning,3,01/12/2026,M,1800,2100,PLASTR,303,TBA,30,30
1678,DATA,0550,INET,GL2,Machine Learning,3,01/12/2026,M,1800,2100,TBA,TBA,TBA,30,30
1680,DATA,0555,HYBD,GL2,Artificial Intelligence,3,03/09/2026,M,1800,2100,TBA,TBA,TBA,30,30
1682,DATA,0555,INET,GL2,Artificial Intelligence,3,03/09/2026,M,1800,2100,TBA,TBA,TBA,30,30
1666,DH,0105,TRAD,LAB,Fundamentals Instrumentation,2,01/12/2026,M,0830,1600,LEONHS,114,Christian,30,30
1668,DH,0120,TRAD,CLS,Dental Hygiene Concepts,2,01/12/2026,T,1000,1150,LEONHS,111,Christian,30,30
1672,DH,0160,TRAD,CLS,Dental Radiology,3,01/12/2026,"T,R",1300,1420,LEONHS,111,Rogers,30,30
1676,DH,0165,TRAD,LAB,Dental Radiology Lab,1,01/12/2026,W,0830,1020,LEONHS,116,Rogers,6,6
1679,DH,0165,TRAD,LAB,Dental Radiology Lab,1,01/12/2026,W,1030,1220,LEONHS,115,Rogers,6,6
1681,DH,0165,TRAD,LAB,Dental Radiology Lab,1,01/12/2026,W,1300,1450,LEONHS,115,Rogers,6,6
1825,DH,0165,TRAD,LAB,Dental Radiology Lab,1,01/12/2026,F,0830,1020,TBA,TBA,Rogers,6,6
1828,DH,0165,TRAD,LAB,Dental Radiology Lab,1,01/12/2026,F,1030,1220,LEONHS,115,Rogers,6,6
1830,DH,0301,HYBD,CMB,Community Dental Hth Practicum,1,01/12/2026,TBA,null,null,TBA,TBA,Schneickert,30,30
1831,DH,0310,HYBD,CMB,Nutrition,2,01/12/2026,R,1000,1050,LEONHS,111,Cullers,30,30
1832,DH,0325,TRAD,CLS,Dental Practice Management,1,01/12/2026,W,0800,0850,LEONHS,111,Merritt,30,30
1834,DH,0350,TRAD,CLS,Periodontics,3,01/12/2026,"T,R",0830,0950,LEONHS,111,Christian,30,30
1835,DH,0390,INDV,CLN,Clinical Dental Hygiene III,4,01/12/2026,"T,R",0730,1630,LEONHS,115,Merritt,30,30
1837,DH,0395,TRAD,CLS,Senior Seminar in DH,1,01/12/2026,W,1000,1050,LEONHS,111,Merritt,30,30
1301,ECON,0201,TRAD,CLS,Principles Economics (Macro),3,01/12/2026,"M,W,F",1200,1250,PLASTR,322,Butt,35,35
1302,ECON,0201,TRAD,CLS,Principles Economics (Macro),3,01/12/2026,"T,R",0930,1045,PLASTR,322,Woodmansee,35,35
1303,ECON,0201,INET,DLR,Principles Economics (Macro),3,01/12/2026,TBA,null,null,ONLINE,TBA,Abrahams,35,35
1307,ECON,0202,TRAD,CLS,Principles Economics (Micro),3,01/12/2026,"T,R",1100,1215,PLASTR,322,Abrahams,35,35
1308,ECON,0202,TRAD,CLS,Principles Economics (Micro),3,01/12/2026,"M,W,F",1100,1150,PLASTR,322,Bosompim,35,35
1309,ECON,0202,INET,DLR,Principles Economics (Micro),3,01/12/2026,TBA,null,null,ONLINE,TBA,Bosompim,35,35
1310,ECON,0300,TRAD,CLS,Money & Financial Institutions,3,01/12/2026,"M,W,F",0900,0950,PLASTR,203,Butt,35,35
1312,ECON,0301,TRAD,CLS,Managerial Economics,3,01/12/2026,"T,R",0800,0915,PLASTR,322,Abrahams,35,35
1270,EDUC,0100,TRAD,CLS,Introduction to Teacher Educ I,3,01/12/2026,"T,R",0930,1045,TAYLOR,212,Locher,30,30
1306,EDUC,0100,TRAD,CLS,Introduction to Teacher Educ I,3,01/12/2026,"M,W,F",0900,0950,TAYLOR,113,Neugebauer,30,30
1311,EDUC,0280,TRAD,CLS,Foundations Educ a Global Soc,3,01/12/2026,"M,W,F",1100,1150,TAYLOR,113,Karami,24,24
1313,EDUC,0280,TRAD,CLS,Foundations Educ a Global Soc,3,01/12/2026,"T,R",1300,1415,TAYLOR,217,Schisler,24,24
1314,EDUC,0302,TRAD,CLS,The Exceptional Child,3,01/12/2026,"T,R",1100,1215,TAYLOR,212,Locher,30,30
1315,EDUC,0302,INET,DLR,The Exceptional Child,3,01/12/2026,TBA,null,null,TBA,TBA,Locher,24,24
1316,EDUC,0311,TRAD,CLS,Science in the Elem. School,3,01/12/2026,"T,R",0930,1045,TAYLOR,217,Schisler,24,24
1317,EDUC,0311,INET,DLR,Science in the Elem. School,3,01/12/2026,TBA,null,null,TBA,TBA,Broaddus,24,24
1318,EDUC,0311,INET,DLR,Science in the Elem. School,3,01/12/2026,TBA,null,null,ONLINE,TBA,Schisler,24,24
1319,EDUC,0312,INET,DLR,Teaching Math in the Elem Sch,3,01/12/2026,TBA,null,null,TBA,TBA,Neugebauer,15,15
1323,EDUC,0312,TRAD,CLS,Teaching Math in the Elem Sch,3,01/12/2026,"T,R",1100,1215,TAYLOR,114,Neugebauer,24,24
1327,EDUC,0316,TRAD,CLS,"Home,School,Comm in EC Ed 2",3,01/12/2026,"T,R",0930,1045,TAYLOR,106,Heavin,24,24
1334,EDUC,0317,INET,DLR,Program Mgmt EC Educ 1,4,01/12/2026,TBA,null,null,TBA,TBA,Surbrugg,24,24
1336,EDUC,0317,TRAD,CLS,Program Mgmt EC Educ 1,4,01/12/2026,"M,F",1300,1350,TAYLOR,113,Schmidt,24,24
1344,EDUC,0321,TRAD,CLS,Microteaching,1,01/12/2026,"T,R",0900,1050,TAYLOR,115,Craig,18,18
1345,EDUC,0321,TRAD,CLS,Microteaching,1,01/12/2026,"M,W",0900,1045,TAYLOR,126,Durborow,18,18
1346,EDUC,0321,TRAD,CLS,Microteaching,1,01/12/2026,"M,W",0900,1050,TAYLOR,129,Foister,18,18
1349,EDUC,0322,TRAD,CLS,Teaching Soc Studies in Elem,3,01/12/2026,"T,R",0800,0915,TAYLOR,114,Neugebauer,24,24
1350,EDUC,0322,INET,DLR,Teaching Soc Studies in Elem,3,01/12/2026,TBA,null,null,TBA,TBA,Neugebauer,24,24
1351,EDUC,0322,INET,DLR,Teaching Soc Studies in Elem,3,01/12/2026,TBA,null,null,TBA,TBA,Wilson,24,24
1353,EDUC,0329,TRAD,CLS,Pedagog Thry Mthd & Practices,4,01/12/2026,"T,R",0900,1050,TAYLOR,115,Craig,18,18
1354,EDUC,0329,TRAD,CLS,Pedagog Thry Mthd & Practices,4,01/12/2026,"M,W",0900,1050,TAYLOR,126,Durborow,18,18
1355,EDUC,0329,TRAD,CLS,Pedagog Thry Mthd & Practices,4,01/12/2026,"M,W",0900,1050,TAYLOR,129,Foister,18,18
1358,EDUC,0331,INET,DLR,Lang. Dev. Exceptional Learner,3,01/12/2026,TBA,null,null,TBA,TBA,Locher,24,24
1428,EDUC,0340,INET,DLR,Language Arts,2,01/12/2026,TBA,null,null,TBA,TBA,Foister,20,20
1429,EDUC,0340,TRAD,CLS,Language Arts,2,01/12/2026,"M,W",0900,0950,TAYLOR,106,Heavin,20,20
1430,EDUC,0340,INET,DLR,Language Arts,2,01/12/2026,TBA,null,null,TBA,TBA,Heavin,25,25
